video_id,video_title,question_id,question,answer,difficulty
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q001,ماذا ورد في هذا الموضع من النص؟,الوضع بقى معقد جدًا بشكل استثنائي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q286,ماذا ورد في هذا الموضع من النص؟,"اسمها ""النفق الكمي""...",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q287,ما الجملة المذكورة في هذا السياق؟,عشان نواة الهيدروجين تندمج،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q288,كيف صيغت العبارة هنا؟,ما معاكش طاقة كفاية تعدّيك؟,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q289,ما الذي قيل في هذا الجزء؟,فكان له تفسير تاني للحركة،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q290,ما النص الحرفي المذكور في هذه الفقرة؟,في نفس الوقت،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q291,ماذا ورد في هذا الموضع من النص؟,المتوسط الكمي لكل الاحتمالات,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q292,ما الجملة المذكورة في هذا السياق؟,هيكون ليها شكل تاني خالص،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q293,كيف صيغت العبارة هنا؟,وظاهرة التشابك الكمي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q294,ما الذي قيل في هذا الجزء؟,"""شرودنجر"" لأول مرة سنة 1935،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q295,ما النص الحرفي المذكور في هذه الفقرة؟,التاني يتغير في نفس اللحظة.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q296,ماذا ورد في هذا الموضع من النص؟,مهما كانوا بُعاد عن بعض،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q297,ما الجملة المذكورة في هذا السياق؟,"والتاني في مجردة ""أندروميدا""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q298,كيف صيغت العبارة هنا؟,لأن دا حاجة بتحصل Almost Instantaneously.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q299,ما الذي قيل في هذا الجزء؟,Communication عبر المجرّات،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q300,ما النص الحرفي المذكور في هذه الفقرة؟,من نفس التفاعل،,Medium
